COUNTRY,COURSE TYPE,COURSE (SPECIALIZATION),FEES,FEES_NORMALIZED,FEE_CATEGORY,DESVIACION_FEE
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Marketing,1082894.39,0.001640835796521988,Media,-271720.19360655756
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Event Management,938117.59,0.0014118559944847008,Media,-416496.9936065575
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Luxury & Brand,1028321.2,0.0015545225319468401,Media,-326293.3836065575
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Logistics & Supply Chain ,1195197.89,0.001818455644440263,Media,-159416.69360655756
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in International Business ,1082894.39,0.001640835796521988,Media,-271720.19360655756
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Supply Chain Management,1533461.44,0.0023534551796933565,Media,178846.8563934425
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Hospital/Healthcare Management,1195197.89,0.001818455644440263,Media,-159416.69360655756
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Real Estate,3047078.08,0.004747399779847139,Alta,1692463.4963934426
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Human Resource Management,1195197.89,0.001818455644440263,Media,-159416.69360655756
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Risk Management,755906.29,0.001123669576474655,Baja,-598708.2936065574
GERMANY,MASTERS OF MANAGEMENT,"MASTERS OF MANAGEMENT in Sports,Leisure & Tourism",986647.13,0.0014886105881914316,Media,-367967.45360655745
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Eco-Design & Sustainable,1163626.62,0.0017685223460480778,Media,-190987.96360655734
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Tourism,1195197.89,0.001818455644440263,Media,-159416.69360655756
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Data Analysis,1353054.21,0.002068122088953021,Media,-1560.3736065574922
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Digital Marketing,1353054.21,0.002068122088953021,Media,-1560.3736065574922
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Fashion Management,2256894.43,0.0034976408699244088,Media,902279.8463934427
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Media Management,1172646.98,0.001782788998212686,Media,-181967.60360655747
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Psychology Management,516866.71,0.0007456032308483094,Baja,-837747.8736065575
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Public Relations Management,1353054.21,0.002068122088953021,Media,-1560.3736065574922
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Sports Management,1217748.79,0.001854122274851784,Media,-136865.79360655742
GERMANY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Stratergic Management,1136565.54,0.0017257223895542529,Media,-218049.04360655742
GERMANY,M.ENG,M.ENG in Mechanical,2329959.35,0.0036132007587841583,Alta,975344.7663934426
GERMANY,M.ENG,M.ENG in Electrical,1298932.04,0.0019825221601493153,Media,-55682.54360655742
GERMANY,M.ENG,M.ENG in Architecture,584519.42,0.0008526031378989281,Baja,-770095.1636065574
GERMANY,M.ENG,M.ENG in Civil ,1298932.04,0.0019825221601493153,Media,-55682.54360655742
GERMANY,M.ENG,M.ENG in IT & Networking,270610.84,0.0003561235603270658,Baja,-1084003.7436065574
GERMANY,M.ENG,M.ENG in Chemical,270610.84,0.0003561235603270658,Baja,-1084003.7436065574
GERMANY,M.ENG,M.ENG in Computer Science Engineering,1044106.83,0.0015794891732349048,Media,-310507.7536065575
GERMANY,M.ENG,M.ENG in Aerospace,3157125.6,0.004921451557095251,Alta,1802511.0163934426
GERMANY,M.ENG,M.ENG in Biomedical,90835.04,7.178914282996002e-05,Baja,-1263779.5436065574
GERMANY,M.ENG,M.ENG in Energy & Environment,1298932.04,0.0019825221601493153,Media,-55682.54360655742
GERMANY,M.ENG,M.ENG in Industrial,1344033.85,0.002053855436788413,Media,-10580.733606557362
GERMANY,M.ENG,M.ENG in International Business,1163626.62,0.0017685223460480778,Media,-190987.96360655734
GERMANY,M.ENG,M.ENG in Production,811832.53,0.0012121228325480717,Baja,-542782.0536065574
GERMANY,M.Sc,M.Sc in Physics,1623665.05,0.002496121717155496,Media,269050.4663934426
GERMANY,M.Sc,M.Sc in Chemistry,1398156.02,0.0021394553655921193,Media,43541.436393442564
GERMANY,M.Sc,M.Sc in Biology,1262850.6,0.001925455551490882,Media,-91763.98360655736
GERMANY,M.Sc,M.Sc in Psychology ,1226769.15,0.0018683889270163922,Media,-127845.43360655755
GERMANY,M.Sc,M.Sc in Nursing,1623665.05,0.002496121717155496,Media,269050.4663934426
GERMANY,M.Sc,M.Sc in Environment,1488359.63,0.0022821219030542583,Media,133745.04639344243
GERMANY,M.Sc,M.Sc in Agriculture,1127545.18,0.0017114557373896443,Media,-227069.40360655752
GERMANY,M.Sc,M.Sc inBusiness & Finance,1894275.9,0.002924121361174027,Media,539661.3163934425
GERMANY,M.Sc,M.Sc inI.T,1804072.28,0.0027814548078958314,Media,449457.6963934426
GERMANY,M.Sc,M.Sc inData Science,2119784.93,0.0032807877127374045,Media,765170.3463934427
ITALY,MBA,MBA in Business Administration,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,MBA,MBA in International Business,1664776.0,0.0025611430271482907,Media,888665.4180000001
ITALY,MBA,MBA in Operations,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Hotel Management,102600.0,9.039666980787779e-05,Baja,-673510.5819999999
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Marketing,1150324.0,0.0017474828473564555,Media,374213.41800000006
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Luxury And Brand,1221439.0,0.001859958731765295,Media,445328.41800000006
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Global Business Management,832388.0,0.0012446334796364408,Baja,56277.41800000006
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Finance,264645.0,0.0003466879541927533,Baja,-511465.58199999994
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in International Business,993437.0,0.0014993494848133965,Media,217326.41800000006
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Supply Chain Management,1311916.0,0.0020030576643907407,Media,535805.4180000001
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Human Resource Management,1311916.5,0.0020030584551935563,Media,535805.9180000001
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Tourism Management,384527.25,0.0005362943957827359,Baja,-391583.33199999994
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Operations,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Project Management,1311916.0,0.0020030576643907407,Media,535805.4180000001
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Communication,1872873.0,0.0028902704140262533,Media,1096762.418
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Data Analysis,993437.46,0.0014993502123519867,Media,217326.87800000003
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Digital Marketing,1311916.5,0.0020030584551935563,Media,535805.9180000001
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in ENTREPRENEURSHIP AND LEADERSHIP,121601.09,0.00012044890073640142,Baja,-654509.492
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Environment,121601.09,0.00012044890073640142,Baja,-654509.492
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Fashion Management,1890969.3,0.00291889162399641,Media,1114858.718
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Luxury And Brand,1890969.3,0.00291889162399641,Media,1114858.718
ITALY,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Sports,1311916.5,0.0020030584551935563,Media,535805.9180000001
ITALY,M.ENG,M.ENG in Mechanical,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,M.ENG,M.ENG in Electrical,234878.29,0.00029960875805703715,Baja,-541232.2919999999
ITALY,M.ENG,M.ENG in Architechture,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,M.ENG,"M.ENG in 
Civil",264645.23,0.00034668831796204824,Baja,-511465.35199999996
ITALY,M.ENG,M.ENG in IT & Networking,271431.0,0.0003574207300009285,Baja,-504679.58199999994
ITALY,M.ENG,M.ENG in Chemical,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,M.ENG,M.ENG in Computer Science Engineering,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,M.ENG,M.ENG in Aerospace Engineering,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,M.ENG,M.ENG in Biomedical,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,M.ENG,M.ENG in Electrical,904770.0,0.0013591132583790496,Media,128659.41800000006
ITALY,M.ENG,M.ENG in Energy & Environment,542040.0,0.0007854174480490433,Baja,-234070.58199999994
ITALY,M.ENG,M.ENG in Food Technology,343292.0,0.00047107649221007745,Baja,-432818.58199999994
ITALY,M.ENG,M.ENG in Industrial,235064.68,0.0002999035535304951,Baja,-541045.902
ITALY,M.ENG,M.ENG in Materials,406530.0,0.0005710940690679303,Baja,-369580.58199999994
ITALY,M.ENG,M.ENG in Mechatronics,442666.0,0.0006282469701295604,Baja,-333444.58199999994
ITALY,M.ENG,M.ENG in Nanotechnology,352326.0,0.000485364717475485,Baja,-423784.58199999994
ITALY,M.ENG,M.ENG in Nuclear,316190.0,0.0004282118164138548,Baja,-459920.58199999994
ITALY,M.ENG,M.ENG in Production,406530.0,0.0005710940690679303,Baja,-369580.58199999994
ITALY,M.Sc,M.Sc in Physics,406530.0,0.0005710940690679303,Baja,-369580.58199999994
ITALY,M.Sc,M.Sc in Chemistry,271020.0,0.00035677069008681713,Baja,-505090.58199999994
ITALY,M.Sc,M.Sc in Biology,252952.0,0.00032819423955600207,Baja,-523158.58199999994
ITALY,M.Sc,M.Sc in Environment,623346.0,0.0009140114754377112,Baja,-152764.58199999994
ITALY,M.Sc,M.Sc in Mathematics,442666.0,0.0006282469701295604,Baja,-333444.58199999994
RUSSIA,MBA,MBA in Executive MBA,1158602.0,0.0017605753787652493,Media,803780.3522727273
RUSSIA,MBA,MBA in Marketing,,,Baja,
RUSSIA,MBA,MBA in Finance,376483.0,0.0005235715646900578,Baja,21661.352272727294
RUSSIA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Marketing,209728.83,0.00025983223051847653,Baja,-145092.81772727272
RUSSIA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Management,207017.98,0.0002555447348951945,Baja,-147803.6677272727
RUSSIA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Finance,367861.29,0.0005099354196100248,Baja,13039.642272727273
RUSSIA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in International Business,494819.06,0.0007107325434703082,Baja,139997.4122727273
RUSSIA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Business Administration,138524.04,0.0001472143337400796,Baja,-216297.6077272727
RUSSIA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Economics,456686.55,0.0006504219509514455,Baja,101864.90227272728
RUSSIA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Commerce,467981.73,0.0006682864712362945,Baja,113160.08227272728
RUSSIA,M.ENG,M.ENG in Electrical,373373.33,0.000518653293109243,Baja,18551.68227272731
RUSSIA,M.ENG,M.ENG in Civil Engineering,369397.43,0.0005123649872831711,Baja,14575.782272727287
RUSSIA,M.ENG,M.ENG in Computer Engineering,316264.92,0.00042833031030768746,Baja,-38556.72772727272
RUSSIA,M.ENG,M.ENG in Biology,271084.22,0.00035687226080040405,Baja,-83737.42772727273
RUSSIA,M.ENG,M.ENG in Biomedical,292319.15,0.00039045754565043296,Baja,-62502.49772727268
RUSSIA,M.ENG,M.ENG in Mechatronics,316264.92,0.00042833031030768746,Baja,-38556.72772727272
RUSSIA,M.ENG,M.ENG in Nanotechnology,355120.33,0.0004897842455367964,Baja,298.6822727273102
RUSSIA,M.ENG,M.ENG in Nuclear,369397.43,0.0005123649872831711,Baja,14575.782272727287
RUSSIA,M.Sc,M.Sc in Physics,250120.37,0.0003237157176046753,Baja,-104701.27772727271
RUSSIA,M.Sc,M.Sc in Chemistry,105632.48,9.51928572500787e-05,Baja,-249189.16772727272
RUSSIA,M.Sc,M.Sc in Biology,307228.78,0.0004140387004062309,Baja,-47592.86772727268
RUSSIA,M.Sc,M.Sc in Psychology ,195993.89,0.00023810897208070188,Baja,-158827.7577272727
RUSSIA,M.Sc,M.Sc in Mathematics,406174.52,0.000570531839898421,Baja,51352.87227272731
SINGAPORE,MBA,MBA in Banking,1391179.27,0.0021284208985099373,Media,-417582.08125000005
SINGAPORE,MBA,MBA in Business Administration,2086768.9,0.0032285693737945822,Media,278007.54874999984
SINGAPORE,MBA,MBA in Supplychain & Logistics Management,1623042.48,0.0024951370569381522,Media,-185718.87125000008
SINGAPORE,MBA,MBA in Executive MBA,5881710.3,0.009230670059229723,Alta,4072948.9487499995
SINGAPORE,MBA,MBA in Finance,1411610.47,0.0021607349994666116,Media,-397150.8812500001
SINGAPORE,MBA,MBA in Marketing,1457425.9,0.0022331969415157046,Media,-351335.45125000016
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Hotel Management,1647683.75,0.002534109828311379,Media,-161077.60125000007
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Marketing,1552585.78,0.0023837023435158322,Media,-256175.57125000004
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Logistics & Supply Chain ,1604778.22,0.0024662502004863065,Media,-203983.1312500001
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Finance,1552585.78,0.0023837023435158322,Media,-256175.57125000004
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in International Business ,1997057.34,0.0030866810653829018,Media,188295.98875000002
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Supply Chain Management,1647683.75,0.002534109828311379,Media,-161077.60125000007
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Hospital/Healthcare Management,1454763.65,0.0022289863119260623,Media,-353997.70125000016
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Retail,684383.43,0.0010105486183933836,Baja,-1124377.9212500001
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Human Resource Management,1281903.28,0.00195558937745388,Media,-526858.07125
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Aviation,1647683.75,0.002534109828311379,Media,-161077.60125000007
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Accounting,2086768.9,0.0032285693737945822,Media,278007.54874999984
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Commerce,4624881.68,0.007242862837337837,Alta,2816120.3287499994
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Operations,1647683.75,0.002534109828311379,Media,-161077.60125000007
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Communication,1967586.88,0.0030400704199152035,Media,158825.52874999982
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Entrepreneurship & Leadership Management,650083.77,0.0009563000830151582,Baja,-1158677.58125
SINGAPORE,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Project Management,2057979.48,0.00318303586502544,Media,249218.12874999992
SINGAPORE,M.ENG,M.ENG in Mechanical,1666629.05,0.00256407382146178,Media,-142132.30125000002
SINGAPORE,M.ENG,M.ENG in Electrical,744624.52,0.0011058262655213103,Baja,-1064136.83125
SINGAPORE,M.ENG,M.ENG in Architecture,1666629.05,0.00256407382146178,Media,-142132.30125000002
SINGAPORE,M.ENG,M.ENG in Civil Engineering,2358875.39,0.003658934530458227,Alta,550114.0387500001
SINGAPORE,M.ENG,M.ENG in Computer Engineering,2285756.45,0.003543289203262321,Alta,476995.0987500001
SINGAPORE,M.ENG,M.ENG in Aerospace Engineering,1647683.75,0.002534109828311379,Media,-161077.60125000007
SINGAPORE,M.ENG,M.ENG in Biomedical,1666629.05,0.00256407382146178,Media,-142132.30125000002
SINGAPORE,M.ENG,M.ENG in Energy Engineering,2474280.74,0.003841460281801287,Alta,665519.3887500002
SINGAPORE,M.ENG,M.ENG in Mechatronics,594362.3,0.0008681706923266871,Baja,-1214399.05125
SINGAPORE,M.Sc,M.Sc in Biology,817062.43,0.0012203944718347172,Baja,-991698.92125
UK,MBA,MBA in Sales & Marketing,1835358.2,0.0028309367951213703,Media,-467905.7324000003
UK,MBA,MBA in Banking,2655936.26,0.004128767675034045,Alta,352672.3275999995
UK,MBA,MBA in Business Administration,4355735.47,0.006817179676189876,Alta,2052471.5375999995
UK,MBA,MBA in Human Resource Management,2655936.26,0.004128767675034045,Alta,352672.3275999995
UK,MBA,MBA in International Business,1168611.96,0.0017764071878617423,Media,-1134651.9724000003
UK,MBA,MBA in Entrepreneurship & Leadership Management,1274849.41,0.001944432936945478,Media,-1028414.5224000004
UK,MBA,MBA in Executive MBA,4508000.0,0.007058002114154389,Alta,2204736.0675999997
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Hotel Management,1563433.71,0.002400859490682466,Media,-739830.2224000003
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Marketing,2352000.0,0.0036480603749227463,Alta,48736.06759999972
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Luxury & Brand ,1563576.93,0.002401086008240858,Media,-739687.0024000003
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Logistics & Supply Chain ,2603144.29,0.004045271598039952,Alta,299880.35759999976
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in International Business ,1764306.4,0.0027185608681883746,Media,-538957.5324000004
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Supply Chain Management,1864671.13,0.0028772982902541045,Media,-438592.8024000004
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Real Estate,1829807.6,0.0028221579349090426,Media,-473456.3324000002
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Human Resource Management,2232956.89,0.0034597811218814926,Media,-70307.04240000015
UK,MASTERS OF MANAGEMENT,"MASTERS OF MANAGEMENT in Sports,Leisure & Tourism",1109294.44,0.0016825902642459223,Media,-1193969.4924000003
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Communication,1553012.22,0.0023843768034208777,Media,-750251.7124000003
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Banking,1690353.44,0.0026015964502645677,Media,-612910.4924000003
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Digital Marketing,1584706.35,0.002434504417880819,Media,-718557.5824000002
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Project Management,2551377.22,0.003963396508656499,Alta,248113.28759999992
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Entrepreneurship & Leadership Management,2930200.0,0.0045625447504439596,Alta,626936.0675999997
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Environment,1584706.35,0.002434504417880819,Media,-718557.5824000002
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Fashion,2013210.94,0.0031122296900947992,Media,-290052.99240000034
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Sports,1956584.1,0.0030226683611166956,Media,-346679.8324000002
UK,MASTERS OF MANAGEMENT,MASTERS OF MANAGEMENT in Stratergic Management,2930200.0,0.0045625447504439596,Alta,626936.0675999997
UK,M.ENG,M.ENG in Mechanical,3296189.2,0.005141395329844701,Alta,992925.2675999999
UK,M.ENG,M.ENG in Marine,686706.08,0.0010142221347109281,Baja,-1616557.8524000002
UK,M.ENG,M.ENG in Electrical,2218588.89,0.0034370566121833105,Media,-84675.04240000015
UK,M.ENG,M.ENG in Architecture,2295922.56,0.003559367980078007,Alta,-7341.372400000226
UK,M.ENG,M.ENG in Civil Engineering,3296189.2,0.005141395329844701,Alta,992925.2675999999
UK,M.ENG,M.ENG in Chemical,3063765.6,0.0047737928554372425,Alta,760501.6675999998
UK,M.ENG,M.ENG in Computer Engineering,2742598.45,0.004265833082684427,Alta,439334.5175999999
UK,M.ENG,M.ENG in Aerospace Engineering,2583071.35,0.00401352412311644,Alta,279807.4175999998
UK,M.ENG,M.ENG in Agriculture,2060118.25,0.0031864185556996594,Media,-243145.68240000028
UK,M.ENG,M.ENG in Biomedical,2186894.76,0.0033869289977233683,Media,-116369.1724000005
UK,M.ENG,M.ENG in Energy Engineering,2590466.64,0.004025220555419187,Alta,287202.70759999985
UK,M.ENG,M.ENG in Industrial,2720412.56,0.004230743754144074,Alta,417148.6275999998
UK,M.ENG,M.ENG in Materials,2060118.25,0.0031864185556996594,Media,-243145.68240000028
UK,M.ENG,M.ENG in Textile,1360311.93,0.0020796009397691883,Media,-942952.0024000003
UK,M.Sc,M.Sc in Physics,2799647.88,0.004356062782385899,Alta,496383.9475999996
UK,M.Sc,M.Sc in Biotechnology,3026789.12,0.004715310646475339,Alta,723525.1875999998
UK,M.Sc,M.Sc in Chemistry,3074330.31,0.004790502060257223,Alta,771066.3775999998
UK,M.Sc,M.Sc in Biology,2609483.12,0.004055297127258363,Alta,306219.18759999983
UK,M.Sc,M.Sc in Psychology ,3296189.2,0.005141395329844701,Alta,992925.2675999999
UK,M.Sc,M.Sc in Business Analytics,3602565.76,0.005625962222175965,Alta,1299301.8275999995
UK,M.Sc,M.Sc in Environment,3289319.24,0.005130529762427794,Alta,986055.3076
UK,M.Sc,M.Sc in Botany,1603543.13,0.002464296775188205,Media,-699720.8024000004
UK,M.Sc,M.Sc in Forensic Science,538000.42,0.000779028425576425,Baja,-1765263.5124000004
UK,M.Sc,M.Sc in Mathematics,2609483.12,0.004055297127258363,Alta,306219.18759999983
UK,M.Sc,M.Sc in Zoology,1420522.03,0.0021748295729386276,Media,-882741.9024000003
USA,MBA,MBA in Sales & Marketing,2638614.4,0.0041013713237283275,Alta,-604718.2732727276
USA,MBA,MBA in Business Administration,1417822.57,0.0021705600918034765,Media,-1825510.1032727275
USA,MBA,MBA in Hospital/Healthcare Management,2058338.9,0.0031836043257211333,Media,-1184993.7732727276
USA,MBA,MBA in International Business,2660913.49,0.004136639690026048,Alta,-582419.1832727273
USA,MBA,MBA in Supply Chain & Logistics Management,4676151.91,0.007323952121779863,Alta,1432819.2367272726
USA,MBA,MBA in Entrepreneurship & Leadership Management,2479691.8,0.003850018444763942,Alta,-763640.8732727277
USA,MBA,MBA in Finance,2660913.49,0.004136639690026048,Alta,-582419.1832727273
USA,MBA,MBA in Accounting,2058338.9,0.0031836043257211333,Media,-1184993.7732727276
USA,MBA,MBA in Project Management,2321434.85,0.0035997183615874605,Alta,-921897.8232727274
USA,MBA,MBA in Executive MBA,7779718.92,0.01223257117924802,Alta,4536386.246727273
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Hotel Management,4219519.85,0.00660174028464381,Alta,976187.1767272721
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Marketing,5325155.2,0.008350419379418852,Alta,2081822.5267272727
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Logistics & Supply Chain ,869498.0,0.0013033268645821208,Media,-2373834.6732727275
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in International Business ,3032509.48,0.00472435800005949,Alta,-210823.19327272754
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Supply Chain Management,4153621.06,0.006497514387340537,Alta,910288.3867272725
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Hospital/Healthcare Management,4219519.85,0.00660174028464381,Alta,976187.1767272721
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Real Estate,5325155.2,0.008350419379418852,Alta,2081822.5267272727
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Risk Management,5325155.2,0.008350419379418852,Alta,2081822.5267272727
USA,MASTERS OF MANAGEMENT,"MASTER OF MANAGEMENT in Sports,Leisure & Tourism",3983382.5,0.006228264122326302,Alta,740049.8267272725
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Wine & Gastronomy,207181.82,0.00025580386516168603,Baja,-3036150.8532727277
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Public Relations Management,2396319.84,0.0037181568834070075,Alta,-847012.8332727277
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Sports Management,2034375.7,0.00314570399367774,Media,-1208956.9732727276
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Spriti Marketing,2571051.5,0.003994513460679379,Alta,-672281.1732727275
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Finance,3292942.85,0.005136260884406317,Alta,49610.17672727257
USA,MASTERS OF MANAGEMENT,MASTER OF MANAGEMENT in Eco-Design & Sustainable,1514341.01,0.002323214199948896,Media,-1728991.6632727275
USA,M.ENG,M.ENG in Mechanical,4447336.65,0.006962056618232952,Alta,1204003.9767272728
USA,M.ENG,M.ENG in Marine,877568.94,0.0013160919087290754,Media,-2365763.7332727276
USA,M.ENG,M.ENG in Electrical,3022857.63,0.004709092579755315,Alta,-220475.04327272763
USA,M.ENG,M.ENG in Architecture,4125331.17,0.006452770938031968,Alta,881998.4967272724
USA,M.ENG,M.ENG in Civil ,4397995.76,0.006884018788797962,Alta,1154663.0867272723
USA,M.ENG,M.ENG in IT & Networking,4203544.39,0.00657647340715892,Alta,960211.7167272721
USA,M.ENG,M.ENG in Chemical,4125331.17,0.006452770938031968,Alta,881998.4967272724
USA,M.ENG,M.ENG in Computer Science Engineering,4447336.65,0.006962056618232952,Alta,1204003.9767272728
USA,M.ENG,M.ENG in Aerospace,3814641.65,0.005961382643880834,Alta,571308.9767272724
USA,M.ENG,M.ENG in Biomedical,4422541.39,0.006922840295408693,Alta,1179208.7167272721
USA,M.ENG,M.ENG in Energy & Environment,4005515.18,0.00626326929363106,Alta,762182.5067272726
USA,M.ENG,M.ENG in Industrial,3371156.06,0.005259963337717212,Alta,127823.38672727253
USA,M.ENG,M.ENG in Production,1637485.22,0.002517979775841153,Media,-1605847.4532727276
USA,M.ENG,M.ENG in Nuclear ,839876.82,0.0012564778395138029,Baja,-2403455.8532727277
USA,M.ENG,M.ENG in Nanotechnology,1457178.8,0.002232806126764423,Media,-1786153.8732727275
USA,M.ENG,M.ENG in Software,4214361.11,0.006593581192413828,Alta,971028.4367272728
USA,M.ENG,M.ENG in Bio Engineering,3287950.51,0.005128364971353239,Alta,44617.83672727225
USA,M.Sc,M.Sc in Physics,4447336.65,0.006962056618232952,Alta,1204003.9767272728
USA,M.Sc,M.Sc in Chemistry,4613747.75,0.0072252533509608976,Alta,1370415.0767272725
